stkcd,stknm,year,province,region_name,city,indnm,sub_ind,rd_high,rd_me,innov_qual1,innov_qual2,hr_struct,human_cap,oper_eff,tech_dens,profit,growth_exp,de_involution_index,de_involution_index_calc
16,深康佳A,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.010557176,0.075917405,1,1,0.008753226,10.1705,1.502643999999997,0.008704,0.1629,0.538363,0.9671214,0.9725653791293869
16,深康佳A,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.01006077108,0.077353019,1,1,0.008647509,10.7362,1.517303999999997,0.022367,0.0145,0.477109,0.9829106,0.9805757115765849
16,深康佳A,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.00953685924,0.077465519,1,1,0.01052577,11.5931,1.4587,0.028489,0.0061,0.194948,0.9485456,0.9562339578160027
16,深康佳A,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.013578262,0.087360595,1,1,0.01794842,12.9032,1.0891,0.023843,0.0107,-0.086491,0.9071142,0.907007013150734
16,深康佳A,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.012894538,0.092683828,1,1,0.023956152,14.5556,1.0943,0.024459,0.0164,-0.024732,0.8975708,0.8970265586580789
16,深康佳A,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.018369518,0.105905051,1,1,0.027216978,14.8091,0.7602,0.029375,-0.0598,-0.397069,0.8289236,0.8296145053543389
16,深康佳A,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,其他电子设备制造,0.027899855,0.104849,1,1,0.050191408,14.4588,0.4835,0.030353,-0.1477,-0.397142,0.823037,0.8204765527332629
21,深科技,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.011195148,0.027085195,1,0,0.007309348,9.6692,1.0036,0.013836,0.0404,-0.05703,0.3044209,0.30920823672828646
21,深科技,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.012441061,0.031628288,1,0,0.009693274,9.9939,0.9995,0.036867,0.0352,0.130278,0.3829976,0.3844746880758218
21,深科技,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.0157413,0.02581021344,1,0,0.007346004,8.1518,0.778,0.030645,0.0334,-0.176651,0.2684239,0.27113000064058657
21,深科技,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.017045027,0.02626924564,1,0,0.007652212,9.5453,0.7467,0.027853,0.0637,0.131839,0.3255863,0.32635006508278663
21,深科技,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.018821069,0.0248902306,1,0,0.009287811,10.3205,0.6774,0.021997,0.0506,0.101623,0.2736576,0.2739211403848766
21,深科技,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.019415597,0.033935506,1,0,0.01525128,14.2889,0.5876,0.021038,0.0427,-0.022433,0.2992695,0.30029051267966833
21,深科技,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,计算机整机制造,0.025378768,0.034858767,1,0,0.016066353,13.4035,0.5169,0.015277,0.0578,-0.115007,0.2622924,0.2622422096695636
45,深纺织A,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.026455357,0.078651685,1,0,0.026217228,12.2138,0.3549,0.009264,0.0499,0.231468,0.3378452,0.3388340056193414
45,深纺织A,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.032971716,0.080029918,1,0,0.02842184,13.4193,0.2887,0.008201,-0.049,-0.137704,0.2939593,0.2938825313017138
45,深纺织A,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.024640481,0.087443946,1,0,0.024663677,15.1215,0.4717,0.008059,-0.0086,0.69621,0.3984442,0.4007756095916402
45,深纺织A,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.031845466,0.123447772,1,0,0.026296567,17.3364,0.4439,0.007254,0.0206,-0.022806,0.3869414,0.38708253245932933
45,深纺织A,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.045126479,0.088902514,1,0,0.025137952,19.0028,0.4352,0.008728,0.0327,0.087618,0.3788233,0.37958819437195174
45,深纺织A,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.028372265,0.116825397,1,0,0.027936508,19.9763,0.5072,0.007867,0.0394,0.237271,0.4006734,0.40264707153393975
45,深纺织A,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,0.033981809,0.125706215,1,0,0.029661017,21.9974,0.5467,0.007003,0.0413,0.085162,0.4059568,0.4075096039225544
50,深天马A,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.075429397,0.130947343,1,0,0.042439998,12.6778,0.546,0.034368,0.0576,0.305096,0.587509,0.5914848879966041
50,深天马A,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.06234973,0.130698788,1,0,0.035766297,10.3713,0.6447,0.035186,0.034,1.063268,0.6023768,0.6041607654431993
50,深天马A,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.061320556,0.162090257,1,0,0.046910296,11.6992,0.4826,0.031642,0.0274,0.047401,0.4960737,0.4980234840815768
50,深天马A,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.07066581,0.190267848,1,0,0.056317362,11.7171,0.4206,0.029447,0.0504,-0.034649,0.5279793,0.5282140480681573
50,深天马A,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.064975309,0.233011158,1,0,0.071873717,16.2268,0.4134,0.021159,0.0485,0.088821,0.5716333,0.5726444088688583
50,深天马A,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.094864194,0.248778217,1,0,0.073578466,19.4042,0.3896,0.027949,0.0034,-0.011993,0.6400572,0.6421103281322427
50,深天马A,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.103652386,0.256768953,1,0,0.142189038,20.3739,0.3961,0.029295,-0.0654,0.026197,0.7359284,0.7379047974071571
63,中兴通讯,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.119121146,0.38706485,1,0,0.311863908,36.2069,0.762,0.032937,0.0495,0.074897,1.570897,1.5874541312699992
63,中兴通讯,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.127531263,0.380553927,1,0,0.48590966607999997,39.6423,0.6258,0.066165,-0.0813,-0.214144,1.896542,1.8988630824813901
63,中兴通讯,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.138289318,0.403919162,1,0,0.337039363,35.0518,0.6707,0.054665,0.0637,0.061083,1.594295,1.5994047323672873
63,中兴通讯,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.145854138,0.430707241,1,0,0.355261908,39.8065,0.6953,0.062185,0.0465,0.118079,1.710499,1.7138890097919388
63,中兴通讯,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.16419604,0.460459605,1,0,0.371900143,46.8773,0.7171,0.047964,0.0614,0.128841,1.759573,1.763836565151022
63,中兴通讯,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.175693565,0.485222761,1,0,0.5663989210399997,52.6322,0.7032,0.040573,0.0634,0.073635,2.032265,2.0351845001996653
63,中兴通讯,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,通信系统设备制造,0.215558235,0.49093532,1,0,0.6423412178799991,62.2445,0.6507,0.038304,0.0744,0.010544,2.110613,2.1038598587037107
66,中国长城,2017,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.063301155,0.273844819,1,0,0.065948369,12.7864,0.3392,0.026499,0.0732,-0.26892256,0.5707788,0.5715378475880403
66,中国长城,2018,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.074876017,0.258341759,1,0,0.064350715,14.2941,0.6416,0.029542,0.1055,0.052872,0.6751882,0.6780490576404975
66,中国长城,2019,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.089153003,0.312430919,1,0,0.071549628,15.8011,0.5757,0.021077,0.1075,0.083351,0.7058136,0.7097803798662796
66,中国长城,2020,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.077285405,0.310253082,1,0,0.078325762,16.122,0.5872,0.018783,0.0675,0.3322,0.7359451,0.7372429777511263
66,中国长城,2021,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.07775538,0.313398266,1,0,0.078928614,18.1424,0.5906,0.020211,0.0384,0.231505,0.7045201,0.7058208603189947
66,中国长城,2022,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.107027132,0.308582207,1,0,0.089091481,20.6706,0.4214,0.022574,0.0161,-0.211524,0.6956778,0.6979704028107991
66,中国长城,2023,广东省,东部地区,深圳市,计算机、通信和其他电子设备制造业,广播电视节目制作及发射设备制造,0.114962799,0.321145975,1,0,0.103274216,21.7975,0.3947,0.022242,-0.065,-0.04328,0.7168494,0.7189441979374027
153,丰原药业,2017,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.024542437,0.028877707,1,0,0.126230584,6.579,0.9806,0.043277,0.0253,0.267702,0.6034616,0.6076154137652685
153,丰原药业,2018,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.029170191,0.03320723,1,0,0.149432535,7.0083,1.0435,0.044871,0.0201,0.168841,0.6530614,0.6545101013346399
153,丰原药业,2019,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.027316407,0.034275921,1,0,0.153170523,7.4693,0.9861,0.038247,0.0249,0.074557,0.6105286,0.61456653267512
153,丰原药业,2020,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.027874653,0.035118525,1,0,0.16286216,7.4709,0.9231,0.043032,0.0307,0.025669,0.6444026,0.6447931492624577
153,丰原药业,2021,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.026889264,0.036579991,1,0,0.188408991,8.8304,0.9397,0.042553,0.0313,0.054344,0.6742316,0.6744520079013265
153,丰原药业,2022,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.020338793,0.035668242,1,0,0.198324022,9.9392,0.9665,0.038092,0.0377,0.143461,0.6809345,0.6828356574440221
153,丰原药业,2023,安徽省,中部地区,芜湖市,医药制造业,生物药品制造,0.024302686,0.035760171,1,0,0.222055675,10.6148,0.965,0.046394,0.0368,0.067786,0.7033242,0.7049210478949709
157,中联重科,2017,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.037548625,0.198499369,1,0,0.050070574,19.3144,0.2702,0.049312,0.0536,0.162336,0.6182249,0.6224289371418641
157,中联重科,2018,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.037643455,0.206269427,1,0,0.05614708,19.1214,0.325,0.042951,0.0682,0.233046,0.6104424,0.6118962758808689
157,中联重科,2019,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.048297017,0.230858225,1,0,0.064577198,18.5591,0.4669,0.043967,0.0987,0.50915,0.6889514,0.6919574235359834
157,中联重科,2020,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.053773986,0.254675281,1,0,0.079139748,18.6166,0.625,0.039172,0.113,0.503414,0.7700495,0.7721283841002513
157,中联重科,2021,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.063007186,0.278153326,1,0,0.091027808,20.2869,0.5634,0.044845,0.0951,0.031051,0.7417111,0.7434955649667759
157,中联重科,2022,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.082718677,0.297077087,1,0,0.101570225,20.8422,0.3391,0.043103,0.0573,-0.379843,0.6953045,0.6969136365490317
157,中联重科,2023,湖南省,中部地区,长沙市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.085686319,0.327029415,1,0,0.120865098,20.2515,0.3701,0.038858,0.0801,0.130751,0.7515562,0.7536546595401595
333,美的集团,2017,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.035311864,0.103313496,1,0,0.028489777,27.4861,1.1498,0.061131,0.0773,0.513495,0.8388125,0.857426574558384
333,美的集团,2018,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.037782573,0.107358515,1,0,0.032675467,26.5739,1.0147,0.061383,0.0834,0.078735,0.7453982,0.7477986866080789
333,美的集团,2019,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.034642639,0.10175912,1,0,0.032780566,24.676,0.9837,0.05128,0.0909,0.071443,0.6714274,0.6767275782219696
333,美的集团,2020,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.035601374,0.107686329,1,0,0.036793332,23.7305,0.8582,0.042794,0.0968,0.021585,0.6324992,0.6347427566185954
333,美的集团,2021,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.035210251,0.109198487,1,0,0.033220948,23.903,0.912,0.044267,0.085,0.20059,0.6117651,0.6136574332531052
333,美的集团,2022,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.0366905,0.125009775,1,0,0.039267819,25.7618,0.8487,0.040016,0.0867,0.007867,0.6033248,0.6067124706994723
333,美的集团,2023,广东省,东部地区,佛山市,电气机械及器材制造业,电线、电缆、光缆及电工器材制造,0.039198521,0.117021544,1,0,0.036513219,24.0073,0.8189,0.037976,0.0907,0.081763,0.5618075,0.5643045216456498
338,潍柴动力,2017,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.037254022,0.147504951,1,0,0.261581566,40.19096799999994,0.8572,0.125713,0.0606,0.626569,1.539021,1.555189013259602
338,潍柴动力,2018,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.040774773,0.161033656,1,0,0.28408902,46.010387999999935,0.8065,0.113503,0.073,0.050712,1.515562,1.511114678015673
338,潍柴动力,2019,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.042136773,0.171238191,1,0,0.316758706,49.701883999999964,0.7888,0.098955,0.0683,0.094848,1.57219,1.5717501278356116
338,潍柴动力,2020,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.04199727,0.120918851,1,0,0.349551377,50.88802799999996,0.7782,0.087999,0.0571,0.132657,1.554361,1.5551267201755798
338,潍柴动力,2021,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.042096802,0.24261402,1,0,0.372383768,58.33052399999989,0.7432,0.075469,0.0568,0.030668,1.614372,1.6093662276318847
338,潍柴动力,2022,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.050531084,0.300374661,1,0,0.385836097,60.81529599999985,0.6138,0.077501,0.0324,-0.139477,1.589454,1.5837919670392178
338,潍柴动力,2023,山东省,东部地区,潍坊市,汽车制造业,电车制造,0.041983273,0.314805871,1,0,0.419629171,63.508895999999936,0.6815,0.069025,0.0524,0.22152,1.568949,1.5681162985962878
400,许继电气,2017,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.047487124,0.371423525,1,0,0.123277994,15.9213,0.6978,0.02566,0.066,0.075332,0.8418404,0.8475326733105488
400,许继电气,2018,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.061916299,0.407598672,1,0,0.133161195,17.7671,0.5499,0.033759,0.0333,-0.204648,0.8610244,0.8644793004755504
400,许继电气,2019,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.052817543,0.405535946,1,0,0.134683262,19.5143,0.6847,0.041416,0.0487,0.236051,0.9257202,0.9301327836781783
400,许继电气,2020,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.047596025,0.44149991,1,0,0.138813773,19.561,0.7017,0.047762,0.0717,0.101921,0.9538189,0.9552224854792095
400,许继电气,2021,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.05143055,0.455844632,1,0,0.150787834,21.8945,0.6956,0.045399,0.0715,0.07144,0.9580121,0.9594942904234366
400,许继电气,2022,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.046141294,0.445152159,1,0,0.354210899,22.963,0.8146,0.040317,0.065,0.244085,1.270361,1.2744857209867646
400,许继电气,2023,河南省,中部地区,许昌市,电气机械及器材制造业,电池制造,0.046528422,0.442677972,1,0,0.204204204,25.4866,0.8351,0.036362,0.0695,0.143687,0.990704,0.9937936712720359
404,长虹华意,2017,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.032857718,0.103089582,1,0,0.012886198,11.7269,0.8975,0.01849,0.0261,0.164969,0.4383423,0.44429875840689875
404,长虹华意,2018,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.033165369,0.090862091,1,0,0.010598423,10.52,0.8879,0.030438,0.0184,0.098187,0.4214243,0.4231721532770709
404,长虹华意,2019,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.033112045,0.07305819,1,0,0.011150987,12.0179,0.9428,0.029085,0.0104,0.076132,0.4162818,0.42089895439134256
404,长虹华意,2020,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.037912197,0.069080637,1,0,0.010143811,12.0417,0.9867,0.02536,0.0174,0.090078,0.4437436,0.44511079382930635
404,长虹华意,2021,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.034387803,0.07307743,1,0,0.01028888,13.1582,1.1644,0.024299,0.0219,0.262707,0.4517687,0.4524227984066166
404,长虹华意,2022,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.036223531,0.099291728,1,0,0.011626353,14.0009,1.0776,0.021955,0.0319,-0.007847,0.4408217,0.443691343435754
404,长虹华意,2023,江西省,中部地区,景德镇市,通用设备制造业,锅炉及原动设备制造,0.037005017,0.048608439,1,0,0.01064512,15.1365,0.9736,0.014661,0.0412,-0.015767,0.3790033,0.38113904879215516
423,东阿阿胶,2017,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.030588354,0.078887274,1,0,0.052314719,12.2949,0.6604,0.02657,0.2773,0.167039,0.5018762,0.5057681133799201
423,东阿阿胶,2018,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.033208753,0.078990902,1,0,0.050248139,14.501,0.5592,0.030373,0.2843,-0.004615,0.4651715,0.4665651545271594
423,东阿阿胶,2019,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.069609759,0.08723748,1,0,0.042003231,14.67,0.2318,0.036397,-0.1505,-0.49315803999999996,0.4074423,0.40680215013810617
423,东阿阿胶,2020,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.04506103,0.083832335,1,0,0.080062098,13.5832,0.3017,0.040366,0.012,0.152373,0.5120677,0.5124246109356336
423,东阿阿胶,2021,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.038386581,0.072009569,1,0,0.039712919,17.3582,0.3409,0.035175,0.114,0.128921,0.4289594,0.43038252258610266
423,东阿阿胶,2022,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.034070263,0.083985957,1,0,0.087496624,22.3001,0.3332,0.026288,0.1928,0.0501,0.5091258,0.5106540505159158
423,东阿阿胶,2023,山东省,东部地区,聊城市,医药制造业,化学药品原料药制造,0.034886128,0.087819467,1,0,0.056552474,26.0644,0.3636,0.024237,0.2443,0.16662,0.4818983,0.4833089371110613
425,徐工机械,2017,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.056074333,0.158737151,1,0,0.087298091,15.586,0.6215,0.039845,0.0353,0.724629,0.7571833,0.7648663618936
425,徐工机械,2018,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.045378162,0.165525911,1,0,0.091423383,17.2229,0.8,0.035955,0.0463,0.524488,0.7406642,0.742837612386839
425,徐工机械,2019,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.041509132,0.179666413,1,0,0.104713129,20.4981,0.8543,0.031012,0.0616,0.332492,0.7576048,0.7625459413977025
425,徐工机械,2020,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.050724483,0.185504575,1,0,0.110657626,21.1124,0.8749,0.027163,0.0506,0.249969,0.7917983,0.7937313934924866
425,徐工机械,2021,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.052798968,0.188787703,1,0,0.11412517,25.5277,0.8356,0.028354,0.067,0.140053,0.7762383,0.7778607145520134
425,徐工机械,2022,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.061294739,0.210037513,1,0,0.129912226,26.6174,0.6581,0.036801,0.0458,0.112532,0.8006396,0.8039917605191171
425,徐工机械,2023,江苏省,东部地区,徐州市,专用设备制造业,印刷、制药、日化及日用品生产专用设备制造,0.054268016,0.241789133,1,0,0.145642814,25.0973,0.5509,0.045518,0.0564,-0.010328,0.7701581,0.7716805544678212
513,丽珠集团,2017,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.067460224,0.084159127,1,0,0.051845469,11.8279,0.6456,0.016594,0.4324359999999999,0.114901,0.5501518,0.5534334205743259
513,丽珠集团,2018,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.077560783,0.093990353,1,0,0.060096467,13.9056,0.5316,0.014004,0.1334,0.038646,0.5189998,0.5202897614747639
513,丽珠集团,2019,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.088199972,0.08082936,1,0,0.050005544,13.8577,0.53,0.01277,0.1557,0.059142,0.4932266,0.49603840322320397
513,丽珠集团,2020,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.094063988,0.108880124,1,0,0.059400024,16.9903,0.5456,0.011482,0.2026,0.121018,0.5873073,0.5885043356971185
513,丽珠集团,2021,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.126265997,0.109090909,1,0,0.056993007,19.5652,0.5616,0.011634,0.1618,0.14671,0.627307,0.6297361029397323
513,丽珠集团,2022,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.110951584,0.108051083,1,0,0.055968906,20.789,0.5347,0.022419,0.1548,0.046893,0.6022618,0.6049730915180451
513,丽珠集团,2023,广东省,东部地区,珠海市,医药制造业,兽用药品制造,0.0993651,0.101421695,1,0,0.061681406,20.8117,0.4981,0.017021,0.1527,-0.015799,0.5321447,0.5341863910208027
519,中兵红箭,2017,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.041803303,0.158633175,1,0,0.009278117,9.6838,0.4778,0.058295,0.0252,0.256374,0.48289,0.4847493282608384
519,中兵红箭,2018,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.049757383,0.187036121,1,0,0.010390896,11.7089,0.4916,0.052884,0.0702,0.037321,0.4910668,0.49298004574654425
519,中兵红箭,2019,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.054963499,0.182090626,1,0,0.012706785,12.1651,0.4966,0.048015,0.048,0.074298,0.4859193,0.4881663743860116
519,中兵红箭,2020,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.048185363,0.188206215,1,0,0.014948211,12.5589,0.5577,0.042184,0.0425,0.21448,0.5127354,0.5139104610772104
519,中兵红箭,2021,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.056919275,0.195806639,1,0,0.02760629,15.4021,0.5736,0.035121,0.0646,0.162563,0.5252343,0.5265702923533314
519,中兵红箭,2022,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.081664126,0.21386604,1,0,0.033490012,17.6481,0.4625,0.031371,0.122,-0.106482,0.5424492,0.5444386663374968
519,中兵红箭,2023,湖南省,中部地区,湘潭市,专用设备制造业,电子和电工机械专用设备制造,0.113646259,0.239330544,1,0,0.043395099,19.4716,0.3995,0.028906,0.1354,-0.089025,0.5931394,0.5949199759886261
521,长虹美菱,2017,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.045338634,0.091390651,1,1,0.008207695,9.2966,1.18,0.04842,0.0021,0.34093,1.010611,1.0173155887930674
521,长虹美菱,2018,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.046983105,0.099818402,1,1,0.008958838,10.6388,1.1097,0.052538,0.002,0.041241,1.002145,1.0040905026800624
521,长虹美菱,2019,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.047263951,0.109081829,1,1,0.011343369,12.2019,1.1123,0.065711,0.0026,-0.053568,1.040619,1.0454357581154523
521,长虹美菱,2020,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.036148375,0.09599517,1,1,0.01093446,11.5505,1.0155,0.058177,-0.0051,-0.070391,0.989861,0.9903646667405566
521,长虹美菱,2021,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.034578543,0.102380023,1,1,0.013343738,14.7522,1.1525,0.062763,0.0048,0.171881,1.044787,1.0454274720485313
521,长虹美菱,2022,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.032446696,0.107038123,1,1,0.013405949,14.5817,1.288,0.055589,0.0137,0.121015,1.046066,1.049322438046808
521,长虹美菱,2023,安徽省,中部地区,合肥市,电气机械及器材制造业,其他电气机械及器材制造,0.028966157,0.103226206,1,1,0.011641588,14.6147,1.3315879999999993,0.045713,0.0319,0.199476,1.022821,1.0243120760188298
528,柳工,2017,广西壮族自治区,西部地区,柳州市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.033941156,0.101187648,1,0,0.047980998,12.9683,0.5333,0.030823,0.0286,0.607934,0.5339739,0.538855622558155
528,柳工,2018,广西壮族自治区,西部地区,柳州市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.030937149,0.102783726,1,0,0.0464974,16.2802,0.7556,0.029652,0.0465,0.605513,0.5775174,0.5790564455385809
528,柳工,2019,广西壮族自治区,西部地区,柳州市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.03512234,0.106638281,1,0,0.054673892,17.5864,0.684,0.026455,0.056,0.060407,0.5262656,0.5290867581540898
528,柳工,2020,广西壮族自治区,西部地区,柳州市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.032342824,0.100364964,1,0,0.044023723,15.6063,0.7203,0.028295,0.0585,0.199468,0.5164144,0.5176575138516173
528,柳工,2021,广西壮族自治区,西部地区,柳州市,专用设备制造业,纺织、服装和皮革加工专用设备制造,0.032567794,0.103901413,1,0,0.0518631,17.0361,0.7711,0.030989,0.0355,0.247719,0.5208752,0.5218516205084215
